      Step     Time          Energy          fmax
BFGS:   41 00:03:19      -68.067207        0.013209
BFGS:   42 00:03:19      -68.066711        0.011623
BFGS:   43 00:03:19      -68.071846        0.010026
BFGS:   44 00:03:19      -68.063782        0.013521
BFGS:   45 00:03:19      -68.069496        0.008973
BFGS:   46 00:03:19      -68.066360        0.020296
BFGS:   47 00:03:19      -68.074928        0.009706
BFGS:   48 00:03:19      -68.063301        0.009758
BFGS:   49 00:03:19      -68.067337        0.008035
BFGS:   50 00:03:19      -68.063522        0.009275
BFGS:   51 00:03:19      -68.066742        0.009505
BFGS:   52 00:03:19      -68.069420        0.008577
BFGS:   53 00:03:19      -68.074196        0.008434
BFGS:   54 00:03:19      -68.064163        0.029117
BFGS:   55 00:03:19      -68.071922        0.006923
BFGS:   56 00:03:19      -68.068207        0.008994
BFGS:   57 00:03:19      -68.073189        0.004832
BFGS:   58 00:03:19      -68.072968        0.009500
BFGS:   59 00:03:19      -68.072861        0.005582
BFGS:   60 00:03:19      -68.068062        0.008607
BFGS:   61 00:03:19      -68.072441        0.005504
BFGS:   62 00:03:20      -68.073486        0.010118
BFGS:   63 00:03:20      -68.080627        0.005258
BFGS:   64 00:03:20      -68.072952        0.010100
BFGS:   65 00:03:20      -68.076180        0.003183
BFGS:   66 00:03:20      -68.077278        0.005209
BFGS:   67 00:03:20      -68.075653        0.004969
BFGS:   68 00:03:20      -68.070061        0.007322
BFGS:   69 00:03:20      -68.067146        0.010635
BFGS:   70 00:03:20      -68.074181        0.007887
BFGS:   71 00:03:20      -68.077957        0.009989
BFGS:   72 00:03:20      -68.083427        0.004629
BFGS:   73 00:03:20      -68.065384        0.007163
BFGS:   74 00:03:20      -68.072754        0.004898
BFGS:   75 00:03:20      -68.073303        0.011883
BFGS:   76 00:03:20      -68.078064        0.005722
BFGS:   77 00:03:20      -68.070587        0.007203
BFGS:   78 00:03:20      -68.077377        0.005450
BFGS:   79 00:03:20      -68.075768        0.008589
BFGS:   80 00:03:20      -68.075897        0.006677
BFGS:   81 00:03:20      -68.072693        0.010134
BFGS:   82 00:03:20      -68.076782        0.006166
BFGS:   83 00:03:20      -68.078506        0.007279
BFGS:   84 00:03:20      -68.073128        0.007728
BFGS:   85 00:03:20      -68.077690        0.007897
BFGS:   86 00:03:20      -68.078346        0.008172
BFGS:   87 00:03:20      -68.079903        0.006023
BFGS:   88 00:03:20      -68.075134        0.005003
BFGS:   89 00:03:20      -68.077354        0.006520
BFGS:   90 00:03:20      -68.084373        0.008199
BFGS:   91 00:03:20      -68.065689        0.013512
BFGS:   92 00:03:20      -68.079521        0.008327
BFGS:   93 00:03:20      -68.079826        0.004150
BFGS:   94 00:03:20      -68.079727        0.005605
BFGS:   95 00:03:20      -68.069496        0.011501
BFGS:   96 00:03:20      -68.076431        0.005201
BFGS:   97 00:03:20      -68.071404        0.005435
BFGS:   98 00:03:20      -68.080910        0.006984
BFGS:   99 00:03:20      -68.067078        0.055786
BFGS:  100 00:03:20      -68.076431        0.005524
BFGS:  101 00:03:20      -68.072220        0.007592
BFGS:  102 00:03:20      -68.077522        0.008356
BFGS:  103 00:03:20      -68.065033        0.008739
BFGS:  104 00:03:20      -68.088272        0.008225
BFGS:  105 00:03:20      -68.080956        0.008039
BFGS:  106 00:03:20      -68.081886        0.005547
BFGS:  107 00:03:20      -68.081566        0.007079
BFGS:  108 00:03:20      -68.084335        0.004698
BFGS:  109 00:03:20      -68.081627        0.005900
BFGS:  110 00:03:20      -68.085541        0.003077
BFGS:  111 00:03:20      -68.082123        0.008028
BFGS:  112 00:03:20      -68.078262        0.003923
BFGS:  113 00:03:20      -68.088058        0.004329
BFGS:  114 00:03:20      -68.078583        0.002974
