ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
196,8,4,2,2,0,-0.020942164616659285,4.6
197,8,5,1,1,0,-2.378386740089394,5.2
198,8,6,3,3,0,-2.718538223299198,5.4
199,8,7,2,2,0,-2.0805231774663553,4.4
200,8,8,1,1,0,-2.283588990026154,5.0
201,8,9,1,1,0,-2.6411433530142534,5.2
202,8,10,2,2,0,-2.7449717388087884,4.6
203,8,11,1,1,0,-1.8510337716620415,5.2
204,8,12,1,1,0,-2.455259767957032,5.4
205,8,13,1,1,0,-2.331924380838871,4.8
206,8,14,1,1,0,-0.20407023786939682,5.4
207,8,15,2,2,0,-2.5831505056293684,4.4
208,8,16,1,1,0,-1.9017112036142498,5.2
209,8,17,0,0,0,0.0,nan
210,8,18,1,1,0,-1.4915664303302765,5.4
211,8,19,1,1,0,-1.572134535484016,5.2
212,8,20,2,1,1,-2.1130372374188156,5.4
213,8,21,1,1,0,-0.05004893592372537,5.4
214,8,22,1,1,0,-3.0394331242563206,5.4
215,8,23,1,1,0,-1.2117505229013041,5.2
216,9,0,1,1,0,-1.5389755283016713,5.4
217,9,1,1,1,0,-0.5381069641509093,5.6
218,9,2,1,1,0,-0.8344944502450526,5.800000000000001
219,9,3,1,1,0,-1.3358563245059922,6.0
220,9,4,1,1,0,-1.1773361988496036,5.2
221,9,5,1,1,0,-1.4383170270007104,5.2
222,9,6,1,1,0,-4.760288367412985,5.0
223,9,7,1,1,0,-1.017453329549171,5.6
224,9,8,1,1,0,-0.8672969001876191,5.0
225,9,9,1,1,0,-1.7036864601084962,5.800000000000001
226,9,10,1,1,0,-1.064944125131704,5.800000000000001
227,9,11,0,0,0,0.0,nan
228,9,12,1,1,0,-1.253827412802726,6.0
229,9,13,1,1,0,-0.7823731354335324,5.800000000000001
230,9,14,1,1,0,-0.44908319919789214,4.8
231,9,15,0,0,0,0.0,nan
232,9,16,1,1,0,-1.5366141580743715,5.2
233,9,17,1,1,0,-1.9754431688059122,5.0
234,9,18,1,1,0,0.04913995335437358,5.0
235,9,19,1,1,0,-1.6487982937609778,5.2
236,9,20,1,1,0,-0.972302899918519,6.0
237,9,21,1,1,0,-0.4000577169968747,5.6
238,9,22,2,2,0,-2.8814917544424534,4.6
239,9,23,1,1,0,-0.2803327672369778,5.2
