ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
85,3,13,4,4,0,-0.5396007804870606,5.800000000000001
86,3,14,1,1,0,-1.7968512458801271,5.4
87,3,15,2,1,1,-1.49634973526001,5.800000000000001
88,3,16,3,3,0,-0.9229689254760742,5.4
89,3,17,1,1,0,-2.731256118774414,5.2
90,3,18,1,1,0,-3.830690509796143,4.4
91,3,19,1,1,0,-3.2646990814208987,4.6
92,3,20,1,1,0,-3.3915501289367675,4.2
93,3,21,3,3,0,-0.9924642982482911,5.2
94,3,22,3,3,0,-1.8478731651306153,5.6
95,3,23,2,2,0,-1.504266929626465,5.4
96,4,0,1,1,0,-1.2590098419189453,4.8
97,4,1,4,4,0,-0.9519986381530762,4.4
98,4,2,4,4,0,-3.177785881042481,4.6
99,4,3,4,4,0,-0.8082575759887696,5.0
100,4,4,2,2,0,-1.0814887504577637,4.8
101,4,5,4,4,0,-1.1527434997558594,4.8
102,4,6,6,6,0,-1.267454849243164,5.2
103,4,7,1,1,0,-1.021494010925293,5.0
104,4,8,1,1,0,-3.521919929504395,5.0
105,4,9,4,4,0,-0.6411168060302734,5.6
106,4,10,1,1,0,-1.3241067733764649,4.6
107,4,11,4,4,0,-4.624169322967529,4.2
108,4,12,2,2,0,-0.7633934745788574,5.800000000000001
109,4,13,1,1,0,-2.6739004440307617,5.0
110,4,14,1,1,0,-0.47063322067260743,5.2
111,4,15,2,2,0,-3.316952564239502,4.2
112,4,16,4,4,0,-0.9935199241638184,5.0
113,4,17,2,2,0,-0.9349326858520508,5.2
114,4,18,2,2,0,-1.0429584045410156,5.2
115,4,19,3,3,0,-1.0514034118652344,5.0
116,4,20,5,5,0,-0.7405215797424317,5.2
117,4,21,1,1,0,-0.2025042381286621,5.2
118,4,22,3,3,0,-0.9993258666992187,5.2
119,4,23,2,2,0,-1.0517552871704101,5.0
120,5,0,1,1,0,-4.5064670333862304,4.2
121,5,1,2,2,0,-2.89593376159668,4.0
122,5,2,3,3,0,-1.4506059455871583,4.6
123,5,3,3,3,0,-2.340498592376709,3.8
124,5,4,1,1,0,-3.7374435539245607,4.8
125,5,5,3,3,0,-1.0457734069824218,4.4
126,5,6,4,4,0,-1.0563296661376953,3.8
127,5,7,3,3,0,-3.4884917755126956,4.2
128,5,8,3,3,0,-2.3688245544433597,3.8
129,5,9,2,2,0,-1.349793670654297,4.8
130,5,10,3,3,0,-0.7192331237792969,5.4
131,5,11,1,1,0,-1.6043754539489747,4.6
132,5,12,5,5,0,-0.6222914772033692,4.8
133,5,13,1,1,0,-1.1223062858581543,4.8
134,5,14,4,4,0,-2.323256702423096,4.6
135,5,15,3,3,0,-1.1455300559997559,5.0
136,5,16,2,2,0,-2.647861671447754,3.8
137,5,17,2,2,0,-4.9477186660766606,3.8
138,5,18,2,2,0,-1.1726244544982911,4.8
139,5,19,1,1,0,-5.045715938568115,4.6
140,5,20,2,2,0,-0.7194090614318848,5.4
141,5,21,4,4,0,-3.032285442352295,4.8
142,5,22,6,6,0,-0.7329562606811524,4.6
143,5,23,4,4,0,-2.52892781829834,3.8
144,6,0,2,2,0,-3.286339412689209,4.8
145,6,1,1,1,0,-5.326160556793213,4.8
146,6,2,3,3,0,-0.8154710197448731,6.0
147,6,3,3,3,0,-3.0037835426330566,5.0
148,6,4,1,1,0,-3.4128385848999025,4.6
149,6,5,3,3,0,-2.5778384857177734,4.6
150,6,6,1,1,0,-2.6828732643127444,5.0
151,6,7,2,1,1,-1.8475212898254396,5.800000000000001
152,6,8,1,1,0,-1.8239456443786621,5.0
153,6,9,1,1,0,-2.126558406829834,5.0
154,6,10,2,2,0,-1.4777003440856935,5.2
155,6,11,1,1,0,-1.3742490043640136,5.800000000000001
156,6,12,1,1,0,-1.2813539237976075,5.0
157,6,13,2,2,0,-4.236226799011231,4.6
158,6,14,1,1,0,-5.8479916343688965,4.8
159,6,15,1,1,0,-0.4767910385131836,5.2
160,6,16,1,1,0,-3.4427479858398438,4.6
161,6,17,1,1,0,-1.8016015625000001,5.800000000000001
162,6,18,1,1,0,-1.6254879722595215,5.4
163,6,19,1,1,0,-3.926576530456543,5.0
164,6,20,1,1,0,-1.8246493949890137,5.0
165,6,21,1,1,0,-2.7068007850646976,4.8
166,6,22,1,1,0,-3.3164247512817386,5.0
167,6,23,1,1,0,-3.7590838851928714,4.8
168,7,0,2,2,0,-1.4388181228637695,5.0
169,7,1,3,3,0,-1.0366246490478517,5.6
170,7,2,2,2,0,-0.7531890907287598,5.2
171,7,3,2,2,0,-0.7097324905395508,5.0
172,7,4,1,1,0,-0.2667214813232422,6.2
173,7,5,2,2,0,-0.008796882629394532,6.2
174,7,6,3,3,0,-0.3682375068664551,6.0
175,7,7,2,2,0,-0.08321850967407227,5.800000000000001
176,7,8,3,3,0,-0.20391173934936524,6.4
177,7,9,4,4,0,-0.6891477851867676,5.6
178,7,10,1,1,0,-0.7519575271606446,5.2
179,7,11,3,3,0,-1.3228752098083496,5.800000000000001
180,7,12,1,1,0,-0.9125886039733887,5.4
181,7,13,2,2,0,-0.10855353164672853,5.800000000000001
182,7,14,1,1,0,-1.7224296188354493,5.4
183,7,15,1,1,0,-0.965193962097168,6.0
184,7,16,2,2,0,-0.18455859756469728,6.4
185,7,17,1,1,0,-0.6446355590820313,6.0
186,7,18,2,1,1,-1.5809757461547853,6.0
187,7,19,2,2,0,-0.08902445220947267,6.0
188,7,20,3,3,0,-1.1523916244506835,5.4
189,7,21,2,2,0,-1.8457619132995606,4.8
190,7,22,1,1,0,-0.4298156852722168,5.2
191,7,23,1,1,0,-1.9826414070129394,6.0
192,8,0,3,3,0,-1.8232418937683106,5.2
193,8,1,3,3,0,-2.3105891914367676,4.6
194,8,2,2,2,0,-4.154415790557861,4.2
195,8,3,2,2,0,-4.175176433563233,4.6
196,8,4,1,1,0,-4.173944869995117,4.4
197,8,5,2,2,0,-2.7623970832824707,4.4
198,8,6,2,2,0,-2.8243271369934084,5.2
199,8,7,3,3,0,-3.6765691261291504,4.4
200,8,8,1,1,0,-3.16283118057251,4.6
201,8,9,3,3,0,-2.7388214378356937,5.2
202,8,10,2,2,0,-3.094039558410645,5.0
203,8,11,2,2,0,-2.0918986892700198,5.2
204,8,12,2,2,0,-1.8316869010925294,5.4
205,8,13,1,1,0,-3.762074825286865,4.4
206,8,14,1,1,0,-4.705980331420899,4.8
207,8,15,1,1,0,-4.338270637512207,4.6
208,8,16,3,3,0,-3.204704341888428,4.6
209,8,17,2,1,1,2.405595523834229,5.4
210,8,18,2,2,0,-1.1627719459533692,5.6
211,8,19,1,1,0,-4.207373023986817,4.8
212,8,20,2,2,0,-2.411225528717041,5.2
213,8,21,2,2,0,-0.9882417945861817,4.8
214,8,22,1,1,0,-2.53561344909668,5.4
215,8,23,5,5,0,-1.10348095703125,5.2
216,9,0,2,2,0,-1.0621356086730958,5.800000000000001
217,9,1,1,1,0,-0.37263594818115237,5.800000000000001
218,9,2,2,2,0,-0.7887284965515137,5.800000000000001
219,9,3,1,1,0,-1.3088001976013184,6.0
220,9,4,5,5,0,-1.8489287910461427,5.0
221,9,5,2,2,0,-1.635868293762207,5.0
222,9,6,1,1,0,-2.633434783935547,5.4
223,9,7,2,2,0,-1.2137938652038576,5.0
224,9,8,4,4,0,-1.841891284942627,4.6
225,9,9,2,2,0,-1.6608514404296877,5.800000000000001
226,9,10,2,2,0,-1.031346519470215,5.800000000000001
227,9,11,1,1,0,-1.693927719116211,5.0
228,9,12,1,1,0,-1.2481017074584961,6.0
229,9,13,4,4,0,-0.7563559684753418,5.800000000000001
230,9,14,1,1,0,-1.8352056541442872,4.8
231,9,15,1,1,0,-0.07741256713867188,5.6
232,9,16,3,3,0,-0.9553414535522461,5.2
233,9,17,4,4,0,-2.467525577545166,4.8
234,9,18,2,2,0,-0.9900011711120605,4.8
235,9,19,2,2,0,-1.1849400901794434,5.4
236,9,20,3,3,0,-0.9474242591857911,6.0
237,9,21,1,1,0,-0.32460496902465824,5.800000000000001
238,9,22,2,2,0,-1.9120904083251955,5.4
239,9,23,1,1,0,-1.1701613273620606,4.8
